artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
ted heath,believe in me,1956,pop,niggas wasn runnin dark like niggas wasn talk bout light niggas wasn runnin dark like niggas wasn runnin dark like niggas wasn talk bout light niggas wasn runnin dark like look demon doin tupid shit talkin reason know things okay right tryna dream path gettin cake want place late okay away dark minute minute yeah lookin create tenets hang nigga finish play diminish yeah yeahyeahyeah goofy beat like switch kick gucci heat deck hit hand tie leave right wrists know address ghostie bitch turn arrows bullets cupid believe shit swallowin flow neck slit foes cause hatin time statement mind body ghostie fade body want sloppy weak better broccoli muddiest league fuck bitch come come come come mmmm come come come come,121,0.271092819,0.374637848,0.983935727,0.017510121,0.340478153,0.102074059,obscene,0.914285714
ted heath,take the “a” train,1956,pop,drinkin team daniels homey bean kinda blitz try behave walk soldier fuzzy naval fallin stumblin crawlin come police captain rapper say freeze say hand hand key kinda simple come marguarita friend ask friend bout marguarita say virgin wouldn wanna meet talk marguarita cause flyer take coast cause want screw driver speech plenty tequila beach tequila tetete tequila tequila fussin mexican white russians drink hand walk cuervo marguaritas talk wise cause distinguish ives speak english say better think fast cause kinda crazy hear shoot glass give advice go like catch night train head cisco wanna stick catch york grey hound zone everybody stylin sippin teas long island black party come halt cause drink tequila lemon assault tequila tetete tequila tequila wake morning felt like zombie tequila gold label bomb wake late wasn feelin great say bicardi party startin walk party start playin game play top fuzzy quarter bartles come tell chill brothers take strawberry take mink barely think cause tequila drink tickle pink music come rock instrumental groupie name oriental groupie girl jocks wear black drink scotch rock fake marriage honeymoon zone vagabond blue lagoon everybody word wise girly bottle tequila sunrise tequila tetete tequila tequila tequila tetete tequila tequila,199,0.541860717,0.440068713,0.936746924,0.006265182,0.292044518,0.178152511,obscene,0.914285714
lata mangeshkar,pahuni raghunandan savala,1956,pop,yippie kiyo check lettuce tomato forget mayo know bite style gucci carryon fido ucci coochie good gucci beach good pucci hood like fry piece club minaj groupies okay coofiecoofie know flava foofyfoofy know gucci suit gucci coupe soft gucci roof listen chick chick muthaooh sign check,46,0.444384274,0.706894341,0.98293171,0.000236842,0.722794724,0.506491094,obscene,0.914285714
bill haley & his comets,come rock with me,1956,pop,come gang arock vive roll boulevard agay paris vive roll rockin rockin brother brother rockin right bank rockin leave bank night long night long rock rock sister sister rockin right bank rockin leave bank vive vive company paris vive vive marcherie vive roll dance dance vous plaît vous plaît look brother clock night night rock rock go go rockin right bank rockin leave bank night long night long vive vive company paris vive vive marcherie vive roll vive vive company paris vive vive marcherie vive roll vive vive company paris vive vive marcherie vive roll vive roll vive roll vive roll vive roll,103,0.773638037,0.672025229,0.574296761,5.92E-06,0.823784007,0.747739869,night/time,0.914285714
lata mangeshkar,antar mantar jantar,1956,pop,chain heart free grow cold longer care go heartaches linger chain heart free tear eye spark somebody chain heart free instrumental heart word sympathy fair heart longer care beat chain heart free chain heart free grow cold longer care go heartaches linger chain heart free,45,0.775804181,0.717560188,0.964859402,0.734817814,0.958779885,0.692683095,sadness,0.914285714
lata mangeshkar,kahan se yeh sholon ka toofan aaya,1956,pop,temperature risin fever high future feet heavy head wish junkie wish dead cold turkey body achin pimple bone want leave eye wide open sleep thing sure deep freeze cold turkey thirty hours roll pain pray free good promise hell cold turkey,41,0.422722842,0.516832039,0.997991966,0.444331984,0.516694147,0.045515736,violence,0.914285714
the platters,temptation,1956,pop,come know temptation smile lure heart go temptation thrill will pity smile lure heart go temptation heart slave slave,19,0.384815336,0.656487962,0.931726839,0.000496964,0.389942292,0.322301157,sadness,0.914285714
harry belafonte,unchained melody,1956,pop,darling hunger touch long lonely time time go slowly time need need godspeed lonely mountain gaze star star wait gaze star star dream away darling hunger touch long lonely time time go slowly time need need godspeed,37,0.347990902,0.385072943,0.980923676,0.000663968,0.173536686,0.042612742,night/time,0.914285714
the platters,on my word of honor,1956,pop,word belong true word trust heart pledge life lips kiss tell forever cross heart word mean sware star word lips kiss tell forever cross heart word mean sware star word myyyyy loooooove,32,0.493122495,0.728661898,0.833333166,0,0.514633141,0.411393028,romantic,0.914285714
pete yorn,just my imagination (running away with me),1956,pop,look window watch pass girl like dream come true girls world love true baby imagination run away imagination run away soon marry raise family boys girls tell fellow track mind want baby seek shall imagination run away yeah imagination run away night pray dear lord hear plea surely ecstasy arm enfold hear tender rhapsody reality know imagination run away imagination run away imagination run away imagination run away run away run away run away run away,76,0.559189862,0.807373792,0.0767059,0.025607287,0.795960429,0.895892644,sadness,0.914285714
the clovers,don't you know i love you,1956,pop,throw horseshoe leave shoulder spend life search leaf clover chase rainbows go go babe music world sing get grow lose make sorry worry know go,25,0.577602079,0.504756044,0.817268893,5.20E-05,0.706306678,0.241217544,world/life,0.914285714
johnny mathis,"love, your magic spell is everywhere",1956,pop,magic spell know fair leave laugh fate late come heart soul mate forget voice whisper magic spell know fair leave laugh fate late come heart soul mate forget voice whisper,30,0.257012889,0.6311053,0.894578207,0.000178138,0.174567189,0.313291867,sadness,0.914285714
the platters,heart of stone,1956,pop,blame come alternate plan paint shame beneath frame tell sunrays hair naturally gold couldn save somebody give heart stone voice like breeze passionate undertone passion somebody fashion heart stone blame come alternate plan paint shame beneath frame tell roses kiss cheek lovely tone satan master finally kiss heart stone,49,0.503953211,0.651283235,0.947791112,0,0.401277824,0.193167995,violence,0.914285714
the platters,have mercy,1956,pop,controversy moments like mean kiss lend lips dear pity darling time word come lips grow numb fear near want child walk begin crawl voice talk child conversation tell heart hear word lips near dear want child walk begin crawy voice talk child conversation tell heart hear word lips near dear,50,0.346907831,0.65925698,0.888554105,0,0.202390767,0.193167995,romantic,0.914285714
the platters,you've changed,1956,pop,change sparkle go smile careless yawn break heart change change kiss blasé bore understand change forget word memory share ignore realize care change know need tell change forget word memory share ignore realize care change know need tell change,39,0.350157045,0.663205394,0.857429576,0,0.382728772,0.322301157,world/life,0.914285714
harry belafonte,i do adore her,1956,pop,shadow fall star appear pain feel relive faithful turn away reveal hang heart sleeve thruout life assure moment amour think tender lips gentle touch fingertips reminisce eye fair moonlight soft downy hair reveal hang heart sleeve thruout life assure moment amour smile hold hand heart beguile feel warmth earnest prayer darling shield despair reveal hang heart sleeve thruout life assure moment amour stand thinkin joy time make fool distant reveal hang heart sleeve thruout life assure moment amour,78,0.66641395,0.5601364,0.973895556,0,0.861912613,0.289267092,sadness,0.914285714
jerry vale,"ciao, ciao, bambina",1956,pop,ciao ciao bambina bacio ancora sempre perderт comme fiamma amore passa volta raindrops tremble face dear teardrops know ciao ciao bambina heart call rain fall vorrei trovare parole nuove piove piove nostro amore rain fall,35,0.265677461,0.543650488,0.8353412,4.16E-05,0.172506183,0.222197931,sadness,0.914285714
jerry vale,non dimenticar,1956,pop,dimenticar mean forget darling forget mean dimenticar like darling shin bright clear forget lips hold tight dear dream heart felt glow tonight dear dimenticar travel darling heart dimenticar separ allontan destino colpa sentiro sempre vicino dimenticar travel darling heart dimenticar,40,0.23101917,0.543932518,0.849397439,1.05E-06,0.124072547,0.214189672,romantic,0.914285714
jerry vale,al di la,1956,pop,mean distant lovely even walk flower bloom smile gloom turn heart open wide go fade inside die wonder drift lift kiss give save lifetime know completely,26,0.27867432,0.592749276,0.834337183,2.63E-06,0.224031327,0.291269157,sadness,0.914285714
